rank,name,lowercase,gender,source_name,source,source_priority,frequency_code,source_row
1,Pal,pal,M,Pal,Matthias Winkelmann / Jorg Michael firstname-database; India/Sri Lanka column,1,-2,
496,Alk,alk,,al0k,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,225
497,Alam,alam,,alam,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,227
498,Alema,alema,,alema,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,233
499,Ali,ali,,ali,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,235
500,Alim,alim,,alim,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,237
501,Alima,alima,,alima,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,238
502,Alina,alina,,alina,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,239
503,Alis,alis,,alis,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,240
504,Alish,alish,,alish,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,241
505,Alita,alita,,alita,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,243
506,Aliya,aliya,,aliya,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,244
507,Alma,alma,,alma,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,250
508,Altab,altab,,altab,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,254
509,Altaf,altaf,,altaf,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,255
510,Aman,aman,,aman,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,258
511,Amana,amana,,amana,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,259
512,Amart,amart,,amart,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,272
513,Amasi,amasi,,amasi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,274
514,Amba,amba,,amba,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,275
515,Amber,amber,,amber,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,276
516,Ameen,ameen,,ameen,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,279
517,Ameer,ameer,,ameer,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,280
518,Amena,amena,,amena,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,282
519,Amida,amida,,amida,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,283
520,Amie,amie,,amie,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,284
521,Amil,amil,,amil,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,286
522,Amin,amin,,amin,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,287
523,Amina,amina,,amina,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,288
524,Amir,amir,,amir,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,289
525,Amiri,amiri,,amiri,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,291
526,Amjad,amjad,,amjad,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,297
527,Amjat,amjat,,amjat,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,298
528,Amkit,amkit,,amkit,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,299
529,Ammar,ammar,,ammar,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,301
530,Amna,amna,,amna,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,302
531,Amol,amol,,amol,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,303
532,Amot,amot,,amot,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,304
533,Amrat,amrat,,amrat,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,305
534,Amri,amri,,amri,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,310
535,Amrin,amrin,,amrin,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,313
536,Amrta,amrta,,amrta,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,321
537,Amuda,amuda,,amuda,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,324
538,Amzad,amzad,,amzad,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,325
539,Anadi,anadi,,anadi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,326
540,Anaji,anaji,,anaji,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,327
541,Anam,anam,,anam,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,328
542,Anara,anara,,anara,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,336
543,Anaro,anaro,,anaro,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,338
544,Anash,anash,,anash,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,339
545,Angad,angad,,angad,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,345
546,Angan,angan,,angan,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,346
547,Angda,angda,,angda,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,347
548,Anikt,anikt,,anikt,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,352
549,Anish,anish,,anish,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,356
550,Anja,anja,,anja,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,359
551,Anjal,anjal,,anjal,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,360
552,Anjli,anjli,,anjli,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,369
553,Anjna,anjna,,anjna,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,370
554,Anjum,anjum,,anjum,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,373
555,Ankaj,ankaj,,ankaj,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,375
556,Ankur,ankur,,ankur,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,381
557,Ankus,ankus,,ankus,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,382
558,Anli,anli,,anli,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,384
559,Anmol,anmol,,anmol,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,385
560,Annat,annat,,annat,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,386
561,Anno,anno,,anno,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,389
562,Annu,annu,,annu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,390
563,Anoj,anoj,,anoj,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,391
564,Anooj,anooj,,anooj,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,393
565,Anoop,anoop,,anoop,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,394
566,Ansal,ansal,,ansal,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,397
567,Ansar,ansar,,ansar,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,398
568,Ansh,ansh,,ansh,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,399
569,Ansu,ansu,,ansu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,406
570,Ansul,ansul,,ansul,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,407
571,Anta,anta,,anta,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,408
572,Antim,antim,,antim,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,409
573,Anuj,anuj,,anuj,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,413
574,Anup,anup,,anup,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,415
575,Anuu,anuu,,anuu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,426
576,Anwar,anwar,,anwar,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,427
577,Any,any,,any,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,429
578,Anzum,anzum,,anzum,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,430
579,Arab,arab,,arab,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,436
580,Arati,arati,,arati,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,441
581,Arbaj,arbaj,,arbaj,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,443
582,Arbaz,arbaz,,arbaz,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,445
583,Areen,areen,,areen,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,450
584,Arham,arham,,arham,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,451
585,Ariba,ariba,,ariba,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,453
586,Arif,arif,,arif,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,454
587,Arifa,arifa,,arifa,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,455
588,Arman,arman,,arman,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,461
589,Arnab,arnab,,arnab,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,463
590,Arpit,arpit,,arpit,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,465
591,Arpna,arpna,,arpna,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,466
592,Arsad,arsad,,arsad,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,467
593,Arsh,arsh,,arsh,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,468
594,Arshi,arshi,,arshi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,470
595,Arsi,arsi,,arsi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,472
596,Arthi,arthi,,arthi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,473
597,Aru,aru,,aru,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,475
598,Aruni,aruni,,aruni,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,478
599,Aryan,aryan,,aryan,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,482
600,Arzoo,arzoo,,arzoo,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,483
601,Asana,asana,,asana,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,485
602,Asfak,asfak,,asfak,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,488
603,Asfaq,asfaq,,asfaq,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,489
604,Asgar,asgar,,asgar,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,490
605,Ashad,ashad,,ashad,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,493
606,Ashak,ashak,,ashak,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,494
607,Ashif,ashif,,ashif,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,499
608,Ashik,ashik,,ashik,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,500
609,Ashma,ashma,,ashma,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,507
610,Ashmi,ashmi,,ashmi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,509
611,Ashnu,ashnu,,ashnu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,511
612,Asho,asho,,asho,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,512
613,Ashra,ashra,,ashra,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,514
614,Ashu,ashu,,ashu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,521
615,Asi,asi,,asi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,525
616,Asif,asif,,asif,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,526
617,Asish,asish,,asish,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,527
618,Asiya,asiya,,asiya,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,529
619,Aslam,aslam,,aslam,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,530
620,Asma,asma,,asma,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,531
621,Asman,asman,,asman,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,532
622,Asmat,asmat,,asmat,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,533
623,Asmin,asmin,,asmin,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,534
624,Asmit,asmit,,asmit,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,536
625,Asrf,asrf,,asrf,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,539
626,Astha,astha,,astha,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,541
627,Aswin,aswin,,aswin,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,544
628,Atanu,atanu,,atanu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,545
629,Ateek,ateek,,ateek,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,546
630,Atif,atif,,atif,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,547
631,Atiq,atiq,,atiq,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,548
632,Atish,atish,,atish,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,549
633,Atta,atta,,atta,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,551
634,Attar,attar,,attar,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,552
635,Atu,atu,,atu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,553
636,Avadh,avadh,,avadh,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,555
637,Avi,avi,,avi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,561
638,Avid,avid,,avid,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,562
639,Avnit,avnit,,avnit,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,568
640,Axat,axat,,axat,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,574
641,Ayan,ayan,,ayan,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,575
642,Aysha,aysha,,aysha,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,577
643,Ayub,ayub,,ayub,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,578
644,Ayube,ayube,,ayube,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,579
645,Ayush,ayush,,ayush,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,580
646,Azad,azad,,azad,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,582
647,Azam,azam,,azam,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,583
648,Azaz,azaz,,azaz,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,585
649,Azhar,azhar,,azhar,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,586
650,Azim,azim,,azim,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,587
651,Baam,baam,,baam,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,590
652,Baban,baban,,baban,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,593
653,Babar,babar,,babar,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,594
654,Babbi,babbi,,babbi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,595
655,Babbu,babbu,,babbu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,596
656,Babby,babby,,babby,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,597
657,Bablu,bablu,,bablu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,601
658,Babul,babul,,babul,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,606
659,Baby,baby,,baby,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,610
660,Bachu,bachu,,bachu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,618
661,Bada,bada,,bada,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,619
662,Badal,badal,,badal,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,620
663,Badan,badan,,badan,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,622
664,Badru,badru,,badru,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,627
665,Baga,baga,,baga,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,632
666,Bagga,bagga,,bagga,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,635
667,Bahnu,bahnu,,bahnu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,641
668,Baita,baita,,baita,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,647
669,Bake,bake,,bake,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,652
670,Baksi,baksi,,baksi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,655
671,Balak,balak,,balak,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,658
672,Balam,balam,,balam,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,660
673,Bali,bali,,bali,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,669
674,Ballu,ballu,,ballu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,675
675,Bandu,bandu,,bandu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,686
676,Banju,banju,,banju,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,690
677,Bannu,bannu,,bannu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,691
678,Bansi,bansi,,bansi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,693
679,Banti,banti,,banti,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,695
680,Bantu,bantu,,bantu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,696
681,Banty,banty,,banty,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,697
682,Banu,banu,,banu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,698
683,Bapu,bapu,,bapu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,701
684,Barj,barj,,barj,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,704
685,Barti,barti,,barti,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,709
686,Bato,bato,,bato,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,720
687,Batu,batu,,batu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,721
688,Batul,batul,,batul,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,722
689,Baudi,baudi,,baudi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,723
690,Bawan,bawan,,bawan,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,725
691,Bebi,bebi,,bebi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,727
692,Beby,beby,,beby,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,728
693,Beenu,beenu,,beenu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,732
694,Beera,beera,,beera,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,733
695,Beeru,beeru,,beeru,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,735
696,Beeti,beeti,,beeti,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,736
697,Begam,begam,,begam,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,738
698,Belo,belo,,belo,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,742
699,Benay,benay,,benay,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,743
700,Beni,beni,,beni,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,744
701,Benu,benu,,benu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,746
702,Beti,beti,,beti,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,748
703,Bhag,bhag,,bhag,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,753
704,Bhala,bhala,,bhala,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,776
705,Bhan,bhan,,bhan,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,778
706,Bhani,bhani,,bhani,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,779
707,Bhanu,bhanu,,bhanu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,781
708,Bhart,bhart,,bhart,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,795
709,Bhauk,bhauk,,bhauk,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,802
710,Bheem,bheem,,bheem,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,816
711,Bhiki,bhiki,,bhiki,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,822
712,Bhim,bhim,,bhim,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,823
713,Bhima,bhima,,bhima,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,824
714,Bhiva,bhiva,,bhiva,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,828
715,Bhola,bhola,,bhola,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,831
716,Bhole,bhole,,bhole,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,833
717,Bholi,bholi,,bholi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,834
718,Bholu,bholu,,bholu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,835
719,Bhonu,bhonu,,bhonu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,836
720,Bhoop,bhoop,,bhoop,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,837
721,Bhram,bhram,,bhram,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,843
722,Bhrat,bhrat,,bhrat,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,845
723,Bhud,bhud,,bhud,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,848
724,Bhuli,bhuli,,bhuli,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,855
725,Bhup,bhup,,bhup,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,859
726,Bhura,bhura,,bhura,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,865
727,Bhure,bhure,,bhure,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,867
728,Bhuri,bhuri,,bhuri,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,868
729,Bidur,bidur,,bidur,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,875
730,Bigan,bigan,,bigan,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,876
731,Biitu,biitu,,biitu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,877
732,Bikki,bikki,,bikki,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,882
733,Bilal,bilal,,bilal,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,884
734,Bilke,bilke,,bilke,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,885
735,Bima,bima,,bima,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,887
736,Binda,binda,,binda,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,892
737,Bindi,bindi,,bindi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,894
738,Binja,binja,,binja,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,899
739,Binnu,binnu,,binnu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,900
740,Bintu,bintu,,bintu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,902
741,Binu,binu,,binu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,903
742,Bipin,bipin,,bipin,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,904
743,Bir,bir,,bir,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,906
744,Biraj,biraj,,biraj,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,907
745,Biram,biram,,biram,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,910
746,Biran,biran,,biran,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,911
747,Birij,birij,,birij,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,915
748,Birju,birju,,birju,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,917
749,Birma,birma,,birma,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,918
750,Biru,biru,,biru,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,924
751,Bisto,bisto,,bisto,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,931
752,Bitoo,bitoo,,bitoo,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,932
753,Bitto,bitto,,bitto,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,934
754,Bittu,bittu,,bittu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,936
755,Bivla,bivla,,bivla,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,937
756,Biwa,biwa,,biwa,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,938
757,Bobbi,bobbi,,bobbi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,939
758,Bobby,bobby,,bobby,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,940
759,Bobi,bobi,,bobi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,941
760,Boby,boby,,boby,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,942
761,Bodh,bodh,,bodh,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,943
762,Bodu,bodu,,bodu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,944
763,Braj,braj,,braj,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,950
764,Bram,bram,,bram,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,952
765,Brij,brij,,brij,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,953
766,Brkha,brkha,,brkha,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,961
767,Bsram,bsram,,bsram,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,962
768,Budh,budh,,budh,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,966
769,Budhi,budhi,,budhi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,968
770,Budho,budho,,budho,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,969
771,Budhu,budhu,,budhu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,971
772,Buhan,buhan,,buhan,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,973
773,Buity,buity,,buity,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,974
774,Bulad,bulad,,bulad,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,975
775,Bulet,bulet,,bulet,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,977
776,Bunda,bunda,,bunda,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,978
777,Bunti,bunti,,bunti,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,981
778,Bunty,bunty,,bunty,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,982
779,Bupal,bupal,,bupal,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,983
