rank,name,lowercase,gender,source_name,source,source_priority,frequency_code,source_row
1547,Neki,neki,,neki,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3651
1548,Nekki,nekki,,nekki,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3652
1549,Nelam,nelam,,nelam,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3653
1550,Nemsi,nemsi,,nemsi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3654
1551,Nena,nena,,nena,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3655
1552,Nency,nency,,nency,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3656
1553,Nenhe,nenhe,,nenhe,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3657
1554,Neni,neni,,neni,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3658
1555,Nensi,nensi,,nensi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3660
1556,Nepal,nepal,,nepal,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3661
1557,Neraj,neraj,,neraj,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3662
1558,Nesha,nesha,,nesha,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3663
1559,Netra,netra,,netra,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3664
1560,Newal,newal,,newal,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3667
1561,Nibha,nibha,,nibha,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3668
1562,Nibo,nibo,,nibo,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3669
1563,Nida,nida,,nida,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3671
1564,Nigar,nigar,,nigar,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3673
1565,Nijam,nijam,,nijam,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3676
1566,Nikil,nikil,,nikil,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3684
1567,Nikky,nikky,,nikky,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3688
1568,Nilam,nilam,,nilam,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3691
1569,Nilu,nilu,,nilu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3694
1570,Nimla,nimla,,nimla,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3697
1571,Nimmy,nimmy,,nimmy,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3698
1572,Nipam,nipam,,nipam,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3700
1573,Nipun,nipun,,nipun,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3701
1574,Niraj,niraj,,niraj,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3702
1575,Nirja,nirja,,nirja,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3705
1576,Nirma,nirma,,nirma,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3708
1577,Niru,niru,,niru,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3714
1578,Nisa,nisa,,nisa,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3718
1579,Nisar,nisar,,nisar,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3719
1580,Nisat,nisat,,nisat,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3720
1581,Nishu,nishu,,nishu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3728
1582,Nitam,nitam,,nitam,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3729
1583,Niti,niti,,niti,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3733
1584,Nitin,nitin,,nitin,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3735
1585,Niwas,niwas,,niwas,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3739
1586,Nizam,nizam,,nizam,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3741
1587,Njare,njare,,njare,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3743
1588,Noni,noni,,noni,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3744
1589,Noojo,noojo,,noojo,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3745
1590,Noomi,noomi,,noomi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3746
1591,Noor,noor,,noor,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3747
1592,Noora,noora,,noora,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3748
1593,Noore,noore,,noore,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3751
1594,Noori,noori,,noori,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3753
1595,Norti,norti,,norti,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3764
1596,Nosad,nosad,,nosad,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3765
1597,Nosar,nosar,,nosar,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3766
1598,Nosi,nosi,,nosi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3768
1599,Not,not,,not,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3769
1600,Nur,nur,,nur,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3777
1601,Nurbi,nurbi,,nurbi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3779
1602,Nursa,nursa,,nursa,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3781
1603,Nwed,nwed,,nwed,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3785
1604,Ojas,ojas,,ojas,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3786
1605,Oli,oli,,oli,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3787
1606,Oma,oma,,oma,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3788
1607,Ombir,ombir,,ombir,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3790
1608,Omesh,omesh,,omesh,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3793
1609,Omkar,omkar,,omkar,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3797
1610,Ompal,ompal,,ompal,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3798
1611,One,one,,one,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3810
1612,Osier,osier,,osier,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3813
1613,Pabu,pabu,,pabu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3816
1614,Padam,padam,,padam,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3818
1615,Paka,paka,,paka,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3822
1616,Palak,palak,,palak,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3824
1617,Pallu,pallu,,pallu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3828
1618,Palvi,palvi,,palvi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3830
1619,Pammi,pammi,,pammi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3833
1620,Pammy,pammy,,pammy,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3834
1621,Pampa,pampa,,pampa,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3835
1622,Panaj,panaj,,panaj,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3836
1623,Pancu,pancu,,pancu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3845
1624,Pandu,pandu,,pandu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3847
1625,Panku,panku,,panku,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3851
1626,Pannu,pannu,,pannu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3856
1627,Papa,papa,,papa,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3857
1628,Papp,papp,,papp,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3859
1629,Pappe,pappe,,pappe,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3860
1630,Pappu,pappu,,pappu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3861
1631,Pappy,pappy,,pappy,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3862
1632,Papu,papu,,papu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3863
1633,Papuu,papuu,,papuu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3864
1634,Para,para,,para,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3865
1635,Param,param,,param,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3866
1636,Paras,paras,,paras,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3872
1637,Parem,parem,,parem,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3888
1638,Pari,pari,,pari,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3893
1639,Parmo,parmo,,parmo,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3908
1640,Paro,paro,,paro,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3914
1641,Parsi,parsi,,parsi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3921
1642,Parth,parth,,parth,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3927
1643,Paru,paru,,paru,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3933
1644,Patan,patan,,patan,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3949
1645,Patav,patav,,patav,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3951
1646,Patik,patik,,patik,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3953
1647,Paul,paul,,paul,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3956
1648,Pavan,pavan,,pavan,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3957
1649,Pavi,pavi,,pavi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3958
1650,Pawna,pawna,,pawna,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3963
1651,Pawni,pawni,,pawni,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3964
1652,Payal,payal,,payal,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3965
1653,Pear,pear,,pear,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3967
1654,Peena,peena,,peena,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3968
1655,Peenu,peenu,,peenu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3970
1656,Peer,peer,,peer,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3971
1657,Pera,pera,,pera,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3974
1658,Phol,phol,,phol,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3986
1659,Phool,phool,,phool,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3988
1660,Phul,phul,,phul,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,3997
1661,Pinki,pinki,,pinki,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4001
1662,Pinku,pinku,,pinku,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4003
1663,Pinky,pinky,,pinky,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4004
1664,Pintu,pintu,,pintu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4006
1665,Piroj,piroj,,piroj,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4008
1666,Pista,pista,,pista,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4010
1667,Pitar,pitar,,pitar,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4011
1668,Piyus,piyus,,piyus,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4015
1669,Poga,poga,,poga,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4017
1670,Poma,poma,,poma,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4019
1671,Pooga,pooga,,pooga,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4021
1672,Pool,pool,,pool,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4025
1673,Pram,pram,,pram,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4056
1674,Prami,prami,,prami,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4061
1675,Prati,prati,,prati,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4079
1676,Pree,pree,,pree,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4092
1677,Prema,prema,,prema,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4099
1678,Premi,premi,,premi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4103
1679,Premo,premo,,premo,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4108
1680,Prete,prete,,prete,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4112
1681,Preti,preti,,preti,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4113
1682,Prezi,prezi,,prezi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4116
1683,Priju,priju,,priju,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4118
1684,Prity,prity,,prity,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4131
1685,Prya,prya,,prya,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4146
1686,Puja,puja,,puja,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4150
1687,Pujja,pujja,,pujja,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4151
1688,Punam,punam,,punam,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4155
1689,Punia,punia,,punia,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4159
1690,Punni,punni,,punni,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4164
1691,Puran,puran,,puran,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4165
1692,Purva,purva,,purva,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4169
1693,Puspa,puspa,,puspa,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4182
1694,Puswa,puswa,,puswa,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4188
1695,Pyar,pyar,,pyar,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4190
1696,Pyare,pyare,,pyare,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4191
1697,Pyari,pyari,,pyari,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4193
1698,Rabin,rabin,,rabin,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4195
1699,Rada,rada,,rada,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4205
1700,Radat,radat,,radat,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4206
1701,Radhe,radhe,,radhe,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4213
1702,Rafal,rafal,,rafal,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4222
1703,Rafat,rafat,,rafat,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4223
1704,Rafi,rafi,,rafi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4225
1705,Rafiq,rafiq,,rafiq,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4226
1706,Raghu,raghu,,raghu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4229
1707,Ragib,ragib,,ragib,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4236
1708,Ragni,ragni,,ragni,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4239
1709,Rahat,rahat,,rahat,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4241
1710,Rahi,rahi,,rahi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4243
1711,Rahil,rahil,,rahil,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4244
1712,Rahim,rahim,,rahim,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4246
1713,Rahis,rahis,,rahis,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4250
1714,Rahu,rahu,,rahu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4256
1715,Rai,rai,,rai,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4258
1716,Rainu,rainu,,rainu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4259
1717,Rajam,rajam,,rajam,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4266
1718,Rajat,rajat,,rajat,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4271
1719,Rajia,rajia,,rajia,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4291
1720,Rajit,rajit,,rajit,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4297
1721,Rajl,rajl,,rajl,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4308
1722,Rajna,rajna,,rajna,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4311
1723,Rajo,rajo,,rajo,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4316
1724,Rajvi,rajvi,,rajvi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4326
1725,Rakha,rakha,,rakha,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4332
1726,Rakho,rakho,,rakho,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4335
1727,Rakki,rakki,,rakki,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4336
1728,Ramba,ramba,,ramba,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4347
1729,Rame,rame,,rame,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4372
1730,Rameh,rameh,,rameh,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4373
1731,Ramji,ramji,,ramji,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4390
1732,Ramli,ramli,,ramli,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4404
1733,Ramu,ramu,,ramu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4430
1734,Ran,ran,,ran,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4439
1735,Ranju,ranju,,ranju,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4459
1736,Ranki,ranki,,ranki,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4460
1737,Ranni,ranni,,ranni,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4461
1738,Rasab,rasab,,rasab,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4467
1739,Rashi,rashi,,rashi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4470
1740,Rasid,rasid,,rasid,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4477
1741,Rasmi,rasmi,,rasmi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4479
1742,Rasul,rasul,,rasul,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4481
1743,Ratmo,ratmo,,ratmo,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4488
1744,Ratn,ratn,,ratn,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4489
1745,Ratni,ratni,,ratni,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4494
1746,Ratul,ratul,,ratul,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4496
1747,Raud,raud,,raud,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4498
1748,Rauf,rauf,,rauf,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4499
1749,Rawi,rawi,,rawi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4519
1750,Razi,razi,,razi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4521
1751,Razia,razia,,razia,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4522
1752,Razim,razim,,razim,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4524
1753,Razni,razni,,razni,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4526
1754,Reemi,reemi,,reemi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4531
1755,Reenu,reenu,,reenu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4533
1756,Reeti,reeti,,reeti,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4535
1757,Reetu,reetu,,reetu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4537
1758,Rehan,rehan,,rehan,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4539
1759,Reka,reka,,reka,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4545
1760,Rema,rema,,rema,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4549
1761,Rena,rena,,rena,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4550
1762,Rennu,rennu,,rennu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4552
1763,Repu,repu,,repu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4555
1764,Resmi,resmi,,resmi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4561
1765,Revti,revti,,revti,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4564
1766,Reyaz,reyaz,,reyaz,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4565
1767,Rihal,rihal,,rihal,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4572
1768,Rihan,rihan,,rihan,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4573
1769,Riju,riju,,riju,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4576
1770,Rijul,rijul,,rijul,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4577
1771,Rima,rima,,rima,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4582
1772,Rimmi,rimmi,,rimmi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4585
1773,Rimpi,rimpi,,rimpi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4586
1774,Rimpy,rimpy,,rimpy,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4587
1775,Rini,rini,,rini,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4592
1776,Rinju,rinju,,rinju,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4593
1777,Rinka,rinka,,rinka,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4594
1778,Rinke,rinke,,rinke,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4596
1779,Rinki,rinki,,rinki,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4597
1780,Rinku,rinku,,rinku,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4599
1781,Rinky,rinky,,rinky,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4600
1782,Rishi,rishi,,rishi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4606
1783,Rishu,rishu,,rishu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4610
1784,Riti,riti,,riti,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4615
1785,Ritik,ritik,,ritik,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4616
1786,Riya,riya,,riya,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4621
1787,Riyaz,riyaz,,riyaz,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4627
1788,Rma,rma,,rma,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4633
1789,Rocky,rocky,,rocky,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4637
1790,Rohil,rohil,,rohil,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4640
1791,Rohit,rohit,,rohit,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4643
1792,Roji,roji,,roji,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4647
1793,Rolly,rolly,,rolly,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4650
1794,Ronak,ronak,,ronak,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4652
1795,Rony,rony,,rony,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4653
1796,Roobi,roobi,,roobi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4654
1797,Roop,roop,,roop,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4656
1798,Roopa,roopa,,roopa,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4657
1799,Rosan,rosan,,rosan,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4663
1800,Rosy,rosy,,rosy,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4672
1801,Rozi,rozi,,rozi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4673
1802,Rozy,rozy,,rozy,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4675
1803,Rubal,rubal,,rubal,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4678
1804,Rubbi,rubbi,,rubbi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4679
1805,Rubby,rubby,,rubby,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4681
1806,Rubee,rubee,,rubee,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4682
1807,Ruben,ruben,,ruben,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4684
1808,Rubey,rubey,,rubey,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4685
1809,Rubi,rubi,,rubi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4686
1810,Rubo,rubo,,rubo,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4690
1811,Ruby,ruby,,ruby,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4691
1812,Rudra,rudra,,rudra,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4700
1813,Ruhi,ruhi,,ruhi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4702
1814,Ruji,ruji,,ruji,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4703
1815,Ruka,ruka,,ruka,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4704
1816,Rukya,rukya,,rukya,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4719
1817,Rumal,rumal,,rumal,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4720
1818,Rup,rup,,rup,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4723
1819,Rupak,rupak,,rupak,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4725
